ano,sigla_uf,ramo_justica,id_tribunal,sigla_tribunal,despesa_beneficios,despesa_beneficios_quadro_ativo,despesa_beneficios_quadro_ativo_segundo_grau,despesa_beneficios_quadro_ativo_adm,despesa_beneficios_quadro_ativo_primeiro_grau,despesa_beneficios_quadro_inativo,despesa_cargos_comissao,despesa_cargos_comissao_segundo_grau,despesa_cargos_comissao_adm,despesa_cargos_comissao_primeiro_grau,saldo_depositos_judiciais,despesa_estagiarios,despesa_funcao_confianca,despesa_funcao_confianca_primeiro_grau,despesa_funcao_confianca_segundo_grau,despesa_funcao_confianca_adm,despesa_aquisicao_ti_comunicacao,despesa_custeio_ti_comunicacao,despesa_outras_idenizatorias_indiretas_rh,despesa_outras_idenizatorias_indiretas_rh_segundo_grau,despesa_outras_idenizatorias_indiretas_rh_adm,despesa_outras_idenizatorias_indiretas_rh_primeiro_grau,despesa_capital,despesa_rh_magistrados,despesa_projetos_construcao_obras,despesa_pessoal_encargos,despesa_pessoal_encargos_quadro_ativo,despesa_pessoal_encargos_quadro_ativo_primeiro_grau,despesa_pessoal_encargos_quadro_ativo_segundo_grau,despesa_pessoal_encargos_quadro_ativo_adm,despesa_pessoal_encargos_quadro_inativo,despesa_total_justica_estadual,despesa_rh,despesa_rh_servidores,despesa_terceirizados,execucao_orcamentaria_despesa_pessoal_encargos,execucao_orcamentaria_despesa_capital,execucao_orcamentaria_outras_despesa_correntes,despesa_total_pib,despesa_media_magistrado,despesa_media_servidor,despesa_media_terceirizado,despesa_media_estagiario,proporcao_despesa_total_dp,proporcao_despesa_rh_dtj,proporcao_despesa_bens_servicos_capital_dtj,proporcao_despesa_pessoal_encargos_quadro_permanente_dtj,proporcao_despesa_pessoal_ativo_encargos_dtj,proporcao_despesa_pessoal_inativo_pensao_dtj,proporcao_despesa_custeio_capital_dtj,despesa_total_justica_pc,proporcao_despesa_pleitos_eleitorais_dt,despesa_pleito_eleitoral_eleitor,gastos_totais,proporcao_arrecadacao_custas_emolumentos_dtj,proporcao_arrecadacao_receitas_execucao_fiscal_dtj,proporcao_valores_pagos_jurisdicionados_dtj,proporcao_saldo_depositos_judiciais_pendentes_dtj,despesa_ti_comunicacao_relacao_dtj,magistrados_inativos_instituidores_pensao,cargos_magistrados_providos,despesa_outras_correntes,despesa_outras_correntes_capital,orcamento_despesa_pessoal_encargos,orcamento_despesa_capital,orcamento_despesa_outras_correntes,recolhimentos_diversos,receita_corrente_execucoes_fiscais,quantidade_servidores,quantidade_servidores_inativos_instituidores_pensao,quantidade_estagiarios,quantidade_terceirizados,quantidade_pessoal_saiu_cessao_requisicao,valores_pagos_jurisdicionados
2009,RO,Estadual,28,TJRO,15156898,,,,,,,,,,516612229,1361070,,,,,329608,2533262,13018079,,,,16754286,,,214695795,193917243,,,,20778552,257964349,231531356,,11096302,,,,0.0107899267832917,,,377425238095238,90738,0.0580847156765526,0.897532379561487,0.102467620438513,0.891025034626006,0.751721095382835,0.0805481535745081,0.113239128248687,165.308672663459,,,4441174343.29,0.136374077024108,0.037793346397645,0.0107392436619217,2.00264971110407,0.011097928884739,,153,9678707,26432993,,,,35179650,9749336,2606,,150,294,3,2770342
2009,RR,Estadual,29,TJRR,7492318,,,,,,,,,,22901758,765453,,,,,631182,1832867,1914643,,,,3453434,,,58987323,57484269,,,,1503054,73764101,61527170,,1224304,,,,0.0111104728316583,,,142360930232558,380822388059702,0.0367820392759802,0.834107230561923,0.165892769438077,0.901246542677989,0.779298713340247,0.0203764972340678,0.0737918706553476,163.474484018022,,,2005438046.72,0.0170729254871553,,0.0604625141435669,0.310472949436475,0.0334044469680448,,31,8783497,12236931,,,,1259369,,681,,201,86,24,4459963
2009,RS,Estadual,30,TJRS,24522397,,,,,,,,,,6544983583,17764655,,,,,12897549,12985348,22618460,,,,125151302,,,1189210612,828560342,,,,360650269,1475717414,1256373677,,26779950,,,,0.00611698457374889,,,136562723100459,631969228032729,0.0516796713549858,0.851364675296838,0.148635324703162,0.822469801796349,0.561462739505221,0.244389790063154,0.114992142391294,137.975129614871,,,28555085110.03,0.095070623731218,0.0954122446914488,0.134753650064334,4.4351198413113,0.0175391960238805,,762,94192435,219343737,,,,140297375,140801511,8267,,2811,1961,11,198858308
2009,SC,Estadual,31,TJSC,52013969,,,,,,,,,,1310017613,5466579,,,,,7388474,4638479,19282833,,,,19929044,,,573736586,537058341,,,,36678245,767926319,606351844,,25454862,,,,0.00499542225888107,,,314257555555556,359643355263158,0.0648771207715501,0.789596383139461,0.210403616860539,0.814857544946314,0.699361810778099,0.0477627138079637,0.0662179218785181,122.874462892672,,,11836627610.28,0.141383465201953,0.0151104848380643,0.834678868455347,1.70591576377525,0.0156615976069965,,440,141645431,161574475,,,,108572084,11603739,5671,,1520,810,15,640971871
2009,SE,Estadual,32,TJSE,15909576,,,,,,,,,,195298598,2166940,,,,,5107187,242874,962929,,,,9325069,,,193365298,188654346,,,,4710952,254984999,252821065,,10753866,,,,0.00965673282018407,,,25362891509434,895429752066116,0.0515810031472226,0.991513485073685,0.00848651492631533,0.820734062084962,0.739864489047844,0.0184754084298112,0.0872438578239656,123.298441367658,,,4943389686.94,0.0529067476632223,,0.0011730690086596,0.765921912135702,0.0209818656822239,,143,-7161135,2163934,,,,13490427,,2657,,242,424,34,299115
2009,SP,Estadual,33,TJSP,130941489,,,,,,,,,,25264852601,22432327,,,,,91045297,44340393,18201773,,,,40180987,,,4194782501,3910624872,,,,284157629,4795975135,4331116774,,95700173,,,,0.00370432532252942,,,239549869837297,300419539306281,0.0366775049564391,0.903073233718923,0.0969267662810766,0.901948794194489,0.815397236624747,0.05924918728754,0.0330096555014771,116.259976083677,,,130760670353.56,0.27468041866735,0.122996505120538,0.52712121223289,5.26792818766355,0.0282290225009684,,2467,424677374,464858361,,,,1317360458,58988818025,45223,,7467,3995,247,2528060227
2009,TO,Estadual,34,TJTO,696484749,,,,,,,,,,84491346,21876236,,,,,142721631,65308963,221929709,,,,823980891,,,12041359082,12041359082,,,,0,15273910042,12631903278,,346738251,,,,0.00931062558649572,,,1805928390625,364603933333333,0.0375733100557841,0.827024857634028,0.172975142365972,0.833960904311577,0.788361267605271,0,0.0780805553208456,110.404256899222,,,4065095680.77,0.0518788445670486,,0,0.553174306825605,0.0136199960211865,,120,1818025873,2642006764,,,,792392805,,1154,,60,192,29,0
2009,,Estadual,999991,TJ,67015998745,0,0,0,0,0,0,0,0,0,5338042194349,12130427824,0,0,0,0,23574454663,23571280291,32477011757,0,0,0,84140954195,0,0,174489239312,1537414532618,0,0,0,206709397059,2107648668947,1860148138659,0,65936802289,,,,0.0054239105887639,,,269444360977719,463125645474715,0.0464717791624127,0.882570309779545,0.117429690220455,0.859682364789121,0.72944535551369,0.0980758321368019,0.0769616808996163,110.493964346126,,,453533027341.4,0.163636842195009,0.0859549121777857,0.260052708775441,2.59858951040671,0.0227011876914617,0,11403,163359576093,247500530288,0,0,0,344888972643,162379864412,162345,0,26142,24281,1204,454207910941
2009,,Federal,3,TRF1,71135328,,,,,,,,,,1569385592,9716847,,,,,6487824,18942592,20145824,,,,61459022,,,1458263955,1274025669,,,,184238287,1688090312,1557228370,,69101744,,,,0.00155046975082015,,,245128570415041,619696875,0.00120361469999673,0.92247930038473,0.0775206996152703,0.905993756452528,0.754714164250236,0.10914006536873,0.0830984053417161,23.8473689558648,,,1402517194252.1,0.0129787724295642,3.19663423671138,2.44602548373609,0.929681060808078,0.0150646063301381,,421,69402920,130861942,,,,21909340,5396207286,8884,,1568,2819,304,4129111922
2009,,Federal,4,TRF2,44140398,,,,,,,,,,1519744323,5611692,,,,,11978425,2165460,9999787,,,,19789625,,,914676085,784861805,,,,129814281,1035502933,966306823,,31858134,,,,0.00193491050809096,,,487873415007657,590704421052632,0.000738317460380361,0.933176326406407,0.0668236735935928,0.925942797884861,0.757952276123587,0.125363508748265,0.055296271188833,53.0856862580747,,,1402517194252.1,0.00630937179585951,2.98343404112792,1.07444666407333,1.46763883960916,0.0136589521374151,,212,49406485,69196110,,,,6533373,3089354700,4162,,950,653,95,1112592672
